smiles,logp,solubility
OCC(O)C(O)C(O)C(O)CO,-3.73,0.06
Nc1cccc(Cl)c1,1.75,-1.37
Clc1cccc(Br)c1,3.35,-3.21
Clc1cccc(I)c1,3.51,-3.55
Clc1cccc(c1)N(=O)=O,2.52,-2.77
COC(=O)Nc2nc1ccc(cc1[nH]2)C(=O)c3ccccc3,3.26,-3.88
CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,2.02,-2.518
c1c(OC)c(OC)C2C(=O)OCC2c1,-0.36,-1.899
CC(=O)C3(C)CCC4C2C=C(C)C1=CC(=O)CCC1(C)C2CCC34C,4.59,-5.27
CN(C(=O)COc1nc2ccccc2s1)c3ccccc3,3.42,-4.873
CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C,2.72,-3.24
CC(=O)OC3(CCC4C2C=C(C)C1=CC(=O)CCC1(C)C2CCC34C)C(C)=O,3.72,-5.35
CC2=CC(=O)c1ccccc1C2=O,1.89,-3.03
CC(C)C1CCC(C)CC1O,2.66,-2.53
CC(C)C1CCC(C)CC1=O,3.05,-2.35
CCCC(C)(COC(N)=O)COC(N)=O,0.93,-1.807
Sc2nc1ccccc1s2,2.89,-3.18
COCC(=O)N(C(C)C(=O)OC)c1c(C)cccc1C,2.12,-1.601
C,1.08,-0.9
CO,-0.52,1.57
Cc1ccccc1n3c(C)nc2ccccc2c3=O,3.17,-2.925
CCC1(CC)C(=O)NC(=O)N(C)C1=O,0.94,-2.23
Cn2c(=O)on(c1ccc(Cl)c(Cl)c1)c2=O,2.77,-2.82
COc1ccccc1OCC(O)COC(N)=O,0.45,-0.985
COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,5.26,-5.19
COCCCNc1nc(NC(C)C)nc(SC)n1,2.25,-2.928
COc2c1occc1cc3ccc(=O)oc23,1.78,-3.664
COc1ccc(cc1)C(c2ccc(OC)cc2)C(Cl)(Cl)Cl,4.93,-6.89
COC(=O)C,-0.08,0.46
COC(=O)C=C,0.91,-0.22
COC(=O)c1ccccc1,1.98,-1.85
CCCCOC,1.45,-0.99
CCCOC(=O)CC,1.5,-0.82
CCCCCCCCCC(=O)OC,3.74,-4.69
COC=O,-0.13,0.58
COC(=O)c1cc(O)c(O)c(O)c1,1.07,-1.24
CCCCCC(=O)OC,1.96,-1.87
CNN,-0.81,1.34
CCCCCCCCCCCC(=O)OC,4.62,-4.69
COC(=O)c1cccnc1,0.76,-0.46
CCCCCCCCC(=O)OC,3.29,-3.38
CCCCCCCC(=O)OC,2.85,-3.17
CCCC(=O)OCC,1.42,-1.36
CCC(=O)OC,0.62,-0.14
CCCOC,1,-0.39
COC(C)(C)C,1.18,-0.24
CC1CCCCC1,2.95,-3.85
CC1CCCC1,2.51,-3.3
CN(C(=O)NC(C)(C)c1ccccc1)c2ccccc2,3.39,-3.35
COC(=O)c1ccc(O)cc1,1.67,-1.827
CC(=O)OC3(C)CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C,4.09,-5.284
Cc1cc(=O)[nH]c(=S)[nH]1,0.24,-2.436
CCc1cccc(C)c1N(C(C)COC)C(=O)CCl,3.45,-2.73
CC2Nc1cc(Cl)c(cc1C(=O)N2c3ccccc3C)S(N)(=O)=O,2.94,-3.78
c1ccccc1(OC(=O)NC),1.47,-1.803
COc1ccc(NC(=O)N(C)C)cc1Cl,1.77,-2.564
Cc1ncc(N(=O)=O)n1CCO,-0.46,-1.26
CSc1nnc(c(=O)n1N)C(C)(C)C,1.96,-2.253
Cc1ncc(N(=O)=O)n1CCO,-0.46,-1.22
Fc1cccc(Br)c1,2.88,-2.67
Nc1cc(nc(N)n1=O)N2CCCCC2,1.3,-1.989
ClC1(C2(Cl)C3(Cl)C4(Cl)C5(Cl)C1(Cl)C3(Cl)Cl)C5(Cl)C(Cl)(Cl)C24Cl,7.63,-6.8
Cc1cccc(N)c1,1.66,-0.85
Nc1cccc(c1)N(=O)=O,1.08,-2.19
Oc1cccc(c1)N(=O)=O,1.61,-1.01
Cc1cccc(c1)N(=O)=O,2.43,-2.44
CON(C)C(=O)Nc1ccc(Cl)cc1,2.08,-2.57
COC(=O)c1ccccc1OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O,-1.74,-0.742
CN(C)C(=O)Nc1ccc(Cl)cc1,1.93,-2.89
Oc1ccc(c(O)c1)c3oc2cc(O)cc(O)c2c(=O)c3O,2.16,-3.083
Cc1cccc(C)c1,3,-2.82
CCN(CC)c1ccccc1,2.79,-3.03
CN(C)C(=O)C,-0.58,1.11
CN(C)c1ccccc1,2.08,-1.92
COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,2.65,-2.28
CCN(CC)C(=O)C(C)Oc1cccc2ccccc12,3.21,-3.57
c1ccc2cc3cc4ccccc4cc3cc2c1,4.94,-8.6
c1ccc2ccccc2c1,2.96,-3.6
CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,3.86,-4.77
CC(C)=CCC/C(C)=C\CO,2.5,-2.46
CCNc1ccccc1,1.8,-1.7
Cc3ccnc4N(C1CC1)c2ncccc2C(=O)Nc34,2.49,-3.19
Oc1ccc(Cl)cc1C(=O)Nc2ccc(cc2Cl)N(=O)=O,3.91,-4.7
NC(=O)c1cccnc1,-0.39,0.61
COC(=O)C1=C(C)NC(=C(C1c2ccccc2N(=O)=O)C(=O)OC)C,1.82,-4.76
ON=Cc1ccc(o1)N(=O)=O,0.78,-2.19
CN2C(=O)CN=C(c1ccccc1)c3cc(ccc23)N(=O)=O,2.41,-3.796
O=C1NCCN1c2ncc(s2)N(=O)=O,0.24,-3.22
CCN(CC)c1c(cc(c(N)c1N(=O)=O)C(F)(F)F)N(=O)=O,3.37,-3.561
Clc1cccc(n1)C(Cl)(Cl)Cl,3.46,-3.76
O=C3CN=C(c1ccccc1)c2cc(ccc2N3)N(=O)=O,2.55,-3.796
O=N(=O)c1ccccc1,1.91,-1.8
CCN(=O)=O,0.38,-0.22
Clc2ccc(Oc1ccc(cc1)N(=O)=O)c(Cl)c2,4.62,-5.46
O=C2CN(N=Cc1ccc(o1)N(=O)=O)C(=O)N2,-0.22,-3.38
O=N(=O)OCC(CON(=O)=O)ON(=O)=O,0.94,-2.22
CN(=O)=O,0.02,0.26
CNc1ccccc1,1.45,-1.28
CCCCCCCCC,4.46,-5.88
OC(C1=CC2C5C(C1C2=C(c3ccccc3)c4ccccn4)C(=O)NC5=O)(c6ccccc6)c7ccccn7,3.39,-3.931
CN(C)C(=O)NC1CC2CC1C3CCCC23,1.41,-3.171
CC(=O)OC3(CCC4C2CCC1=CC(=O)CCC1C2CCC34C)C#C,3.66,-4.8
CC34CCC1C(CCC2=CC(=O)CCC12O)C3CCC4(O)C#C,2.14,-4.57
CNc2cnn(c1cccc(c1)C(F)(F)F)c(=O)c2Cl,2.42,-4.046
ClC(Cl)C(c1ccc(Cl)cc1)c2ccccc2Cl,6.11,-6.51
Nc1ccccc1O,0.84,-0.72
Nc1ccccc1Cl,1.75,-1.52
Clc1ccccc1Br,3.35,-3.19
Clc1ccccc1I,3.51,-3.54
Clc1ccccc1N(=O)=O,2.52,-2.55
CCCCCCCC,4.02,-5.24
CCOC(=O)N,-0.05,0.85
Fc1ccccc1Br,2.88,-2.7
NC(=O)c1ccccc1O,1.17,-1.82
COc1ccccc1O,1.51,-1.96
Nc1ccccc1N(=O)=O,1.73,-1.96
COc1ccccc1N(=O)=O,1.76,-1.96
Oc1ccccc1N(=O)=O,1.61,-1.74
Cc1ccccc1N(=O)=O,2.43,-2.33
CCCN(CCC)c1c(cc(cc1N(=O)=O)S(N)(=O)=O)N(=O)=O,2.33,-5.16
c1cc2ccc(OC)c(CC=C(C)(C))c2oc1=O,3.35,-4.314
Cc1ccccc1N,1.66,-2.21
CC(C)Oc1cc(c(Cl)cc1Cl)n2nc(oc2=O)C(C)(C)C,5.31,-5.696
CNC(=O)ON=C(SC)C(=O)N(C)C,0.32,0.106
OC3N=C(c1ccccc1)c2cc(Cl)ccc2NC3=O,2.92,-3.952
CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1,0.17,-2.281
Cc1ccccc1C,3,-2.8
CCCCC1C(=O)N(N(C1=O)c2ccc(O)cc2)c3ccccc3,3.83,-3.73
Nc1ccc(cc1)c2ccc(N)cc2,1.96,-2.7
ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,6.11,-7.2
ClC(Cl)=C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,6.11,-6.9
Nc1ccc(O)cc1,0.84,-0.8
O=C1NC(=O)C(=O)N1,-1.2,-0.4
CCOP(=S)(OCC)Oc1ccc(cc1)N(=O)=O,3.32,-4.66
Nc1ccc(cc1)c2ccc(N)cc2,1.96,-2.7
CC(=O)Nc1ccc(Br)cc1,1.98,-3.083
Brc1ccc(I)cc1,3.67,-4.56
CC(=O)Nc1ccc(Cl)cc1,1.82,-2.843
Nc1ccc(Cl)cc1,1.75,-1.66
Clc1ccc(Br)cc1,3.35,-3.63
Clc1ccc(I)cc1,3.51,-4.03
Clc1ccc(cc1)N(=O)=O,2.52,-2.92
Cc1ccc(O)cc1,2.18,-0.73
CCCCN(CC)C(=O)SCCC,3.25,-3.53
Clc1ccc(CN(C2CCCC2)C(=O)Nc3ccccc3)cc1,5.01,-5.915
Clc1cc(Cl)c(Cl)c(Cl)c1Cl,4.99,-5.65
ClC(Cl)C(Cl)(Cl)Cl,3.08,-2.6
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,4.69,-4.28
Cc1cc(C)c(C)c(C)c1C,4.54,-4
CCCCC,2.69,-3.18
O=C1NC(=O)NC(=O)C1(CC)C(C)CCC,1.89,-2.39
CCCCCOC(=O)C,1.69,-1.89
CCCCC(=O)OCC,1.87,-2.25
CCCCCc1ccccc1,4.26,-4.64
CCCCCC1CCCC1,4.29,-6.08
Cc1cc(ccc1NS(=O)(=O)C(F)(F)F)S(=O)(=O)c2ccccc2,3.92,-3.8
CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc2cccc(Oc3ccccc3)c2,5.7,-6.291
c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,5.27,-8.804
CC(=O)Nc1ccc(F)cc1,1.35,-1.78
CCOc1ccc(NC(=O)C)cc1,1.41,-2.35
c1ccc2c(c1)ccc3ccccc32,3.95,-5.26
c1ccc2c(c1)cnc3ccccc23,3.12,-2.78
CCOc1ccccc1,2.17,-2.33
COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,3.86,-4.805
CCC1(C(=O)NC(=O)NC1=O)c2ccccc2,1.41,-2.322
c1ccccc1O,1.67,0
Oc1ccc(cc1)C2(OC(=O)c3ccccc23)c4ccc(O)cc4,4.35,-2.9
CC(C)=CC3C(C(=O)OCc2cccc(Oc1ccccc1)c2)C3(C)C,5.57,-5.24
CCCCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,4.14,-3.81
NNc1ccccc1,1.36,0.07
OCc1ccccc1,1.21,-0.4
NC(=S)Nc1ccccc1,1.77,-1.77
O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3,2.15,-4.097
CCOP(=S)(OCC)SCSCC,3.16,-4.11
CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc12,3.75,-5.233
CCOP(=S)(OCC)ON=C(C#N)c1ccccc1,3.66,-4.862
c1cC2C(=O)NC(=O)C2cc1,-0.21,-2.932
O=C1NC(=O)c2ccccc12,0.69,-2.61
N#Cc1ccccc1C#N,1.69,-2.38
CC(=O)Nc1ccc(O)cc1,0.91,-1.03
Oc1ccc(C=O)cc1,1.38,-0.96
c1ccc2c(c1)ccc3c2ccc4c5ccccc5ccc43,5.93,-7.87
O=C(C=CC=Cc2ccc1OCOc1c2)N3CCCCC3,2.78,-3.46
O=Cc2ccc1OCOc1c2,1.31,-1.63
CCCOP(=S)(OCCC)SCC(=O)N1CCCCC1C,3.59,-4.15
CN(C)C(=O)Oc1nc(nc(C)c1C)N(C)C,1.8,-1.95
CN2C(=C(O)c1ccccc1S2(=O)=O)C(=O)Nc3ccccn3,0.6,-4.16
COc1ccc(C=O)cc1,1.53,-1.49
Cc1ccc(N)cc1,1.66,-1.21
Nc1ccc(cc1)N(=O)=O,1.08,-2.37
COc1ccc(cc1)N(=O)=O,1.76,-2.41
Oc1ccc(cc1)N(=O)=O,1.61,-0.74
Cc1ccc(cc1)N(=O)=O,2.43,-2.49
Oc1ccc(cc1)c2ccccc2,3.32,-3.48
CC34CCC1C(CC=C2CC(O)CCC12C)C3CCC4=O,3.36,-4.12
CC12CC(O)C3C(CCC4=CC(=O)C=CC34C)C2CCC1(O)C(=O)CO,1.27,-3.18
CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)C=CC1(C)C2C(O)CC34C,1.71,-4.37
CC(=O)C3CCC4C2CC=C1CC(O)CCC1(C)C2CCC34C,3.58,-4.65
CCC1(C(=O)NCNC1=O)c2ccccc2,1.12,-2.64
CCC1(C(C)C)C(=O)NC(=O)NC1=O,1,-2.21
CC12CC2(C)C(=O)N(C1=O)c3cc(Cl)cc(Cl)c3,3.39,-4.8
CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,4.15,-4.42
COc1nc(NC(C)C)nc(NC(C)C)n1,2.23,-2.478
CSc1nc(NC(C)C)nc(NC(C)C)n1,3.01,-4.1
CC(C)N(C(=O)CCl)c1ccccc1,2.39,-2.48
CCC,1.8,-1.94
CCC(=O)Nc1ccc(Cl)c(Cl)c1,3.12,-3
CC(C)Nc1nc(Cl)nc(NC(C)C)n1,2.61,-4.43
CCNP(=S)(OC)OC(=CC(=O)OC(C)C)C,1.79,-3.408
CCCC1COC(Cn2cncn2)(O1)c3ccc(Cl)cc3Cl,4.33,-3.493
CCC=O,0.32,0.58
CCC#N,0.54,0.28
CNC(=O)Oc1ccccc1OC(C)C,2.09,-2.05
CCCOC(=O)C,0.8,-0.72
CCCC(=O)OC,1.07,-1.92
CCCOC=O,0.75,-0.49
CCCCC(=O)OC,1.51,-1.34
CCCc1ccccc1,3.38,-3.37
CCCC1CCCC1,3.4,-4.74
CC=C,1.49,-1.08
CCCOC(C)C,1.78,-1.34
CC#C,0.99,-0.41
CC(C)(C)c1ccc(O)cc1,3.21,-2.41
c2cnc1ncncc1n2,-0.3,0.02
c1ccc(cc1)c2ccc(cc2)c3ccccc3,5.27,-7.11
Cc1ccc(cc1)S(=O)(=O)N,1.09,-1.74
Cc1ccc(C)cc1,3,-2.77
CC1=C(CCCO1)C(=O)Nc2ccccc2,1.93,-2.56
NC(=O)c1cnccn1,-1.23,-0.667
Nc2cnn(c1ccccc1)c(=O)c2Cl,1.11,-2.878
c1cc2ccc3cccc4ccc(c1)c2c34,4.28,-6.176
c1ccnnc1,-0.22,1.1
c1ccncc1,0.76,0.76
c1cncnc1,0.05,1.1
CN(C)C(=O)Oc1cc(C)nn1c2ccccc2,2,-2.09
CCC2NC(=O)c1cc(c(Cl)cc1N2)S(N)(=O)=O,1.19,-3.29
c1ccc2ncccc2c1,2.13,-1.3
ClC(Cl)CC(=O)NC2=C(Cl)C(=O)c1ccccc1C2=O,1.99,-5.03
Clc1c(Cl)c(Cl)c(N(=O)=O)c(Cl)c1Cl,4.93,-5.82
OCC1OC(CO)(OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C1O,-6.3,-0.41
CCC1(C(=O)NC(=O)NC1=O)C2=CCC3CCC2C3,1.58,-2.696
CCN2c1ncccc1N(C)C(=O)c3cccnc23,1.73,-2.62
C1SC(=S)NC1(=O),0.61,-1.77
Cc3cc2nc1c(=O)[nH]c(=O)nc1n(CC(O)C(O)C(O)CO)c2cc3C,-0.92,-3.685
CCCOC(=O)c1ccc(N)cc1,2.03,-2.452
COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,4.47,-5.72
COc5cc4OCC3Oc2c1CC(Oc1ccc2C(=O)C3c4cc5OC)C(C)=C,3.32,-4.42
CC(C)NC(=O)N1CC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2,2.29,-4.376
O2c1ccccc1N(C)C(=O)c3cccnc23,1.83,-3.672
O2c1ccc(N)cc1N(C)C(=O)c3cc(C)ccc23,2.14,-3.928
CCN2c1nc(Cl)ccc1N(C)C(=O)c3cccnc23,2.55,-4.114
CCN2c1nc(C)cc(C(F)(F)F)c1NC(=O)c3cccnc23,2.88,-4.207
CCN2c1nc(C)cc(C)c1NC(=O)c3cccnc23,2.51,-4.554
CCN2c1ncccc1N(C)C(=S)c3cccnc23,2.62,-4.634
CCN2c1ccccc1N(C)C(=S)c3cccnc23,3.24,-4.706
CCN2c1ccccc1N(C)C(=O)c3ccccc23,2.98,-4.749
CCN2c1ncccc1N(CC)C(=O)c3cccnc23,2.09,-2.86
C2c1ccccc1N(CCF)C(=O)c3ccccc23,3.25,-4.799
CCN2c1cc(N(C)C)cc(C)c1NC(=O)c3cccnc23,3.11,-4.871
CCN2c1cc(OC)cc(C)c1NC(=O)c3cccnc23,2.84,-5.153
CCN2c1cc(Cl)ccc1NC(=O)c3cccnc23,3.09,-5.36
O2c1cc(C)ccc1N(C)C(=O)c3cc(N)cnc23,1.52,-3.043
CCN2c1ccccc1N(C)C(=O)c3cccnc23,2.35,-3.324
CCN2c1nc(N(C)(CCO))ccc1NC(=O)c3cccnc23,1.88,-3.36
C2c1ccccc1N(CCF)C(=O)c3ccccc23,3.25,-3.535
O2c1ccccc1N(CC)C(=O)c3ccccc23,2.81,-3.68
OCC2OC(Oc1ccccc1CO)C(O)C(O)C2O,-1.37,-0.85
NC(=O)c1ccccc1O,1.17,-1.836
c1ccccc1NC(=O)c2c(O)cccc2,2.76,-3.59
CC3C2CCC1(C)C=CC(=O)C(=C1C2OC3=O)C,2.6,-3.09
O=C1NC(=O)NC(=O)C1(C(C)CCC)CC=C,2.03,-2.356
CC1CCCCC1NC(=O)Nc2ccccc2,3.27,-4.11
CCNc1nc(Cl)nc(NCC)n1,1.78,-4.55
CSc1nc(nc(n1)N(C)C)N(C)C,2.74,-2.676
OCC(O)C(O)C(O)C(O)CO,-3.73,1.09
CSCS(=O)CC(CO)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O,-2.48,-1.981
CC(=O)SC4CC1=CC(=O)CCC1(C)C5CCC2(C)C(CCC23CCC(=O)O3)C45,3.64,-4.173
CCCCOc1ccc(C(=O)OCC)c(c1)N(CC)CC,4.32,-3.84
CC34CCC1C(CCC2CC(=O)CCC12C)C3CCC4O,3.41,-4.743
COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,4.19,-4.522
C=Cc1ccccc1,2.71,-2.82
C1OC1c2ccccc2,1.74,-1.6
O=C1CCC(=O)N1,-0.99,0.3
OCC2OC(OC1(CO)OC(CO)C(O)C1O)C(O)C(O)C2O,-4.53,0.79
NC(=N)NS(=O)(=O)c1ccc(N)cc1,-0.52,-1.99
CCN(CC)C(=S)SCC(Cl)=C,3.1,-3.39
Nc1ccc(cc1)S(N)(=O)=O,-0.25,-1.34
CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,1.59,-2.016
CC(C)(C)c1ccccc1,3.52,-3.66
C/C=C/C=O,0.76,0.32
Fc1cccc(F)c1C(=O)NC(=O)Nc2cc(Cl)c(F)c(Cl)c2F,4.5,-7.28
Cc1[nH]c(=O)n(c(=O)c1Cl)C(C)(C)C,1.29,-2.484
CCOP(=S)(OCC)SCSC(C)(C)C,3.65,-4.755
CCNc1nc(NC(C)(C)C)nc(OC)n1,2.09,-3.239
CCNc1nc(NC(C)(C)C)nc(SC)n1,2.88,-4
CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1O,3.37,-4.02
CC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C,3.81,-5.184
CCC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C,4.51,-5.37
BrC(Br)(Br)Br,3.6,-3.14
ClC(=C(Cl)Cl)Cl,2.62,-2.54
COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl,3.93,-4.02
ClC(Cl)(Cl)Cl,3,-2.31
CCCCCCCCCCCCCC,6.69,-7.96
Cc1c(F)c(F)c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)c(F)c1F,5.51,-7.321
C1CCOC1,0.53,0.49
C1CCOCC1,0.97,-0.03
CN(C)C(=O)N(C)C,-0.47,0.94
O=C1N(C2CCC(=O)NC2=O)C(=O)c3ccccc13,0.02,-2.676
Cn1cnc2n(C)c(=O)[nH]c(=O)c12,-0.77,-2.523
Cn1c(=O)n(C)c2nc[nH]c2c1=O,-0.77,-1.39
CS(=O)(=O)c1ccc(cc1)C(O)C(CO)NC(=O)C(Cl)Cl,-0.22,-2.154
CCCC(C)C1(CC=C)C(=O)NC(=S)NC1=O,2.92,-3.46
c1ccccc1SC,2.6,-2.39
CNC(=O)ON=C(CSC)C(C)(C)C,2.56,-1.62
CCSCCSP(=S)(OC)OC,2.32,-3.091
CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,2.78,-3.36
c1ccsc1,1.75,-1.33
Sc1ccccc1,2.07,-2.12
Sc1nccc(=O)[nH]1,0.48,-2.273
NC(=S)N,-0.47,0.32
CN(C)C(=S)SSC(=S)N(C)C,2.73,-3.9
Cc1c[nH]c(=O)[nH]c1=O,-0.46,-1.506
CC(C)c1ccc(C)cc1O,3.43,-2.22
Cc1ccccc1,2.49,-2.21
CC(C)(C)Cc1ccccc1,3.96,-4.15
C/C1CCC(\C)CC1,3.24,-4.47
CCCC/C=C/C,3.21,-3.82
CC/C=C/C,2.32,-2.54
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2cncn2,3.97,-3.61
CC(C)N(C(C)C)C(=O)SCC(Cl)=C(Cl)Cl,3.8,-4.88
CC34CC(O)C1(F)C(CCC2=CC(=O)C=CC12C)C3CC(O)C4(O)C(=O)CO,0.24,-3.68
CC5(C)OC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O5)C(=O)CO,1.94,-4.31
CC(=O)OCC(=O)C3(O)C(CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C)OC(C)=O,1.12,-4.13
Nc3nc(N)c2nc(c1ccccc1)c(N)nc2n3,1.11,-2.404
Cc3nnc4CN=C(c1ccccc1Cl)c2cc(Cl)ccc2n34,2.89,-4.09
BrC(Br)Br,2.28,-1.91
NS(=O)(=O)c2cc1c(NC(NS1(=O)=O)C(Cl)Cl)cc2Cl,0.97,-2.68
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,1.14,-0.22
NS(=O)(=O)c2cc1c(NC(NS1(=O)=O)C(Cl)Cl)cc2Cl,0.97,-2.68
ClC(Cl)(Cl)C#N,1.59,-2.168
ClC=C(Cl)Cl,2.18,-1.96
ClC(Cl)Cl,1.83,-1.17
CCOP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl,4.77,-5.752
Oc1cc(Cl)ccc1Oc2ccc(Cl)cc2Cl,4.98,-4.46
Cc1ccc(OP(=O)(Oc2cccc(C)c2)Oc3ccccc3C)cc1,6.63,-6.01
Cc2cccc3sc1nncn1c23,1.16,-2.07
CCNc1nc(Cl)nc(n1)N(CC)CC,2.77,-4.06
CCOP(=O)(OCC)OCC,1.18,0.43
CCCN(CCC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,4.6,-5.68
ClC(Cl)(Cl)C(NC=O)N1C=CN(C=C1)C(NC=O)C(Cl)(Cl)Cl,1.93,-4.19
COc2cc1c(N)nc(nc1c(OC)c2OC)N3CCN(CC3)C(=O)OCC(C)(C)O,1.2,-3.638
c1ccc2c(c1)c3ccccc3c4ccccc24,4.94,-6.726
Nc1ncnc2n(ccc12)C3OC(CO)C(O)C3O,-1.28,-1.95
O=c1cc[nH]c(=O)[nH]1,-0.86,-1.488
NC(=O)N,-1.36,0.96
O=c2[nH]c(=O)c1[nH]c(=O)[nH]c1[nH]2,-1.54,-3.93
CCCCC=O,1.21,-0.85
CNC(=O)C(C)SCCSP(=O)(OC)(OC),0.32,1.144
CC1(OC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2)C=C,3.74,-4.925
CC(=O)CC(c1ccccc1)c3c(O)c2ccccc2oc3=O,2.74,-3.893
Cc1cccc(C)c1NC(=O)c2cc(c(Cl)cc2O)S(N)(=O)=O,3,-3.79
CNC(=O)Oc1cc(C)cc(C)c1,2.5,-2.581